cds14,year,ela_pct_met,math_pct_met,ela_mean,math_mean,ela_n,math_n
01100170112607,2021,52.46,22.03,2579.7,2533.3,62,63
01611270130450,2021,91.2,83.49,2715.3,2732.4,217,219
01611430131177,2021,95.95,73.21,2740.6,2723.8,74,56
01611500132225,2021,84.99,86.35,2683.7,2735.5,480,249
01611500133876,2021,60.0,34.38,2616.8,2578.9,35,32
01611500135533,2021,30.0,9.09,2517.3,2492.1,22,23
01611680132746,2021,29.73,9.76,2535.4,2492.0,37,41
01611760130062,2021,89.6,81.74,2732.6,2742.9,598,599
01611760130138,2021,27.27,8.82,2524.8,2496.3,46,35
01611760134270,2021,87.93,79.93,2717.9,2743.2,549,543
01611760134452,2021,69.17,53.39,2633.7,2633.4,245,255
01611760135244,2021,93.65,93.73,2750.3,2794.6,505,511
01611760138693,2021,73.68,60.87,2657.2,2664.7,420,419
01611920108670,2021,61.81,26.21,2608.9,2563.7,145,145
01611920137646,2021,64.76,30.0,2619.9,2571.5,105,102
01612000130393,2021,57.14,42.86,2601.7,2548.6,14,14
01612000132670,2021,30.56,5.88,2513.9,2465.6,36,34
01612000133397,2021,67.5,48.12,2632.6,2625.2,360,352
01612000134536,2021,74.18,59.67,2648.0,2643.0,308,302
01612420110460,2021,15.38,0.0,2480.8,2472.6,13,21
01612420126763,2021,47.06,18.75,2578.8,2554.3,34,32
01612420134668,2021,70.92,45.68,2640.9,2621.6,680,684
01612590100065,2021,60.24,24.1,2597.2,2568.0,83,83
01612590108944,2021,45.07,11.11,2565.2,2527.1,71,73
01612590111856,2021,50.79,39.68,2569.6,2583.8,126,126
01612590112797,2021,41.94,9.52,2552.9,2504.5,63,63
01612590114868,2021,61.05,51.06,2604.9,2617.5,96,94
01612590115238,2021,35.44,6.33,2551.6,2495.8,79,79
01612590118224,2021,36.73,21.57,2550.7,2547.4,50,51
01612590126748,2021,37.25,16.19,2548.8,2516.8,103,105
01612590129932,2021,71.43,48.84,2619.6,2614.3,42,44
01612590130575,2021,76.09,31.82,2643.1,2591.5,47,44
01612590130666,2021,48.08,22.0,2573.3,2549.3,53,50
01612750136515,2021,89.06,86.51,2719.7,2751.7,128,126
01613090114421,2021,75.71,49.66,2651.9,2632.6,144,145
01771800138289,2021,24.24,8.33,2503.5,2494.6,34,36
03739810330019,2021,12.5,0.0,2486.0,2411.6,16,17
03739810330753,2021,42.99,17.65,2569.6,2539.9,107,102
03739810334755,2021,50.79,21.31,2576.8,2535.2,126,124
04100410114991,2021,70.09,35.51,2625.6,2583.1,108,107
04100410134213,2021,27.27,,2509.7,,11,
04100410430090,2021,27.78,16.67,2554.1,2501.7,18,18
04614080430827,2021,45.83,4.26,2548.4,2467.9,48,47
04614240120394,2021,74.44,37.65,2641.4,2590.4,92,85
04614240430199,2021,50.88,18.52,2576.0,2524.8,57,54
04614240431502,2021,19.3,1.96,2515.4,2460.7,58,52
04614240431676,2021,79.04,39.63,2651.1,2591.8,335,328
04614240437558,2021,80.78,54.82,2662.7,2632.0,359,363
04614320433201,2021,55.17,43.86,2597.2,2572.9,58,57
04615150434803,2021,50.38,18.7,2572.8,2521.9,133,123
04615150435602,2021,51.82,21.1,2574.3,2525.7,111,109
04615150437566,2021,12.5,0.0,2447.8,2423.2,16,14
04615310121715,2021,34.78,17.65,2555.3,2504.8,23,17
04615310432856,2021,3.57,11.11,2443.2,2474.2,28,27
04615310437350,2021,52.22,27.78,2591.1,2564.8,91,90
04755070433946,2021,22.73,0.0,2458.7,2402.0,23,22
04755070433953,2021,76.92,40.16,2635.2,2581.4,130,127
05100580530154,2021,54.55,9.43,2590.6,2507.8,55,54
05615640531509,2021,50.0,26.47,2572.8,2548.1,103,103
06615980630012,2021,8.33,0.0,2450.4,2439.3,12,11
06615980630046,2021,40.91,5.26,2547.6,2469.2,22,19
06615980631259,2021,69.35,33.85,2618.0,2581.9,64,65
07100740114470,2021,58.89,14.61,2605.2,2537.8,90,89
07100740731380,2021,88.33,,2682.4,,60,
07616300730283,2021,84.8,72.91,2681.1,2698.5,251,252
07616300731125,2021,90.0,78.19,2724.1,2716.2,301,298
07616300733725,2021,82.67,65.89,2678.5,2678.7,331,299
07616300734244,2021,85.1,79.71,2698.7,2720.6,208,208
07616480110494,2021,0.0,,2438.1,,21,
07616480117218,2021,73.68,35.71,2637.3,2583.7,154,141
07616480730101,2021,10.71,0.0,2490.9,2440.5,28,24
07616480730259,2021,40.91,9.52,2577.1,2485.0,23,21
07616480730465,2021,51.35,34.29,2580.9,2589.0,188,178
07616480730861,2021,58.45,22.83,2596.7,2547.0,151,95
07616630130930,2021,60.0,24.62,2628.4,2538.0,65,65
07617390730440,2021,15.38,,2480.3,,13,
07617390730473,2021,30.77,21.43,2509.1,2466.9,13,14
07617390730549,2021,64.38,45.27,2615.9,2615.4,219,201
07617540730044,2021,84.91,64.84,2677.9,2676.6,286,274
07617540730358,2021,17.65,0.0,2493.7,2450.2,18,11
07617540731646,2021,69.73,56.44,2639.4,2644.2,342,329
07617540731836,2021,39.05,27.34,2549.1,2562.6,107,128
07617540734566,2021,48.23,23.57,2573.2,2548.7,147,145
07617540734764,2021,10.71,8.89,2454.4,2457.9,59,50
07617540737809,2021,33.53,14.37,2539.9,2484.7,173,167
07617960101477,2021,46.15,14.5,2561.4,2528.5,134,133
07617960132100,2021,51.47,8.57,2565.0,2495.7,68,70
07617960730291,2021,87.5,67.69,2675.9,2654.8,64,65
07617960730325,2021,33.33,,2531.4,,12,
07618040113118,2021,97.22,,2745.1,,36,
07618040730051,2021,,91.67,,2772.9,,24
07618040734368,2021,80.0,66.67,2681.7,2690.9,15,15
07773540132233,2021,53.06,8.33,2587.8,2520.7,49,48
08618200833004,2021,48.04,22.22,2557.1,2538.4,106,91
08618200836205,2021,26.32,5.26,2509.6,2465.3,57,57
09100900930123,2021,52.73,32.73,2586.7,2561.5,55,57
09100900930131,2021,8.33,8.33,2493.2,2421.4,12,12
09618530930081,2021,74.47,54.8,2658.4,2643.3,471,427
09618530930164,2021,67.08,31.22,2624.2,2572.9,243,237
09618530930214,2021,90.0,66.67,2699.9,2624.7,20,18
09618530932756,2021,60.85,30.29,2604.5,2561.4,212,208
09618530934554,2021,20.0,8.7,2515.3,2498.8,21,23
09618530936302,2021,82.26,66.04,2672.5,2661.5,124,106
09737830121566,2021,66.67,27.27,2601.8,2544.7,12,11
09737830930073,2021,65.08,22.22,2609.6,2555.0,63,63
10101080109991,2021,43.8,5.76,2559.2,2478.4,348,347
10101080119628,2021,33.33,0.0,2562.9,2451.4,21,21
10101080136291,2021,76.36,39.22,2650.4,2600.4,55,52
10101081030337,2021,21.05,2.63,2480.8,2437.7,38,38
10101086069488,2021,21.43,0.0,2469.9,2428.6,14,14
10621251031376,2021,41.12,15.38,2554.6,2516.1,200,196
10621581031954,2021,16.67,0.0,2488.8,2496.9,12,12
10621581032150,2021,53.55,26.78,2589.4,2557.1,184,183
10621660114553,2021,99.08,78.18,2738.3,2702.0,110,110
10621660132134,2021,68.18,11.36,2607.7,2526.4,44,44
10621661030279,2021,54.55,28.33,2582.0,2561.1,456,418
10621661030287,2021,25.64,0.0,2489.8,2461.2,39,23
10621661030295,2021,49.03,13.85,2577.0,2525.5,268,261
10621661030584,2021,13.85,0.0,2500.9,2422.9,65,65
10621661030675,2021,47.22,13.2,2567.2,2528.0,483,463
10621661030840,2021,21.88,0.0,2507.1,2432.2,96,94
10621661031632,2021,8.96,0.0,2473.1,2428.8,67,67
10621661031897,2021,66.73,35.41,2619.2,2575.8,549,502
10621661032507,2021,38.26,9.9,2545.4,2499.8,279,306
10621661032911,2021,39.46,13.52,2555.1,2518.0,269,249
10621661034214,2021,30.9,10.04,2519.2,2500.0,311,276
10621661035831,2021,41.06,13.76,2549.0,2503.8,353,310
10622570124727,2021,47.83,13.04,2575.6,2500.1,23,23
10622571033695,2021,69.88,33.2,2633.8,2578.9,249,247
10622571033729,2021,25.0,0.0,2490.9,2468.6,24,24
10622650108092,2021,67.57,22.73,2627.0,2543.0,111,110
10622650116640,2021,64.71,23.53,2648.2,2560.5,17,17
10622650126292,2021,95.16,40.32,2729.3,2597.7,62,62
10622651030378,2021,29.69,1.52,2509.6,2449.4,64,66
10622651033703,2021,15.79,0.0,2499.7,2448.7,57,58
10622651035310,2021,69.6,31.64,2625.6,2575.3,375,373
10622811033950,2021,55.56,7.41,2586.8,2495.4,27,27
10623310137661,2021,62.5,18.18,2598.1,2533.9,66,66
10623641034990,2021,31.54,5.73,2531.5,2465.7,149,157
10623800136499,2021,20.0,0.0,2491.9,2461.3,60,60
10624141030451,2021,28.57,0.0,2470.6,2417.1,14,14
10624141030766,2021,71.79,28.21,2631.7,2567.3,39,39
10624141036086,2021,0.0,,2435.8,,15,
10624141036094,2021,66.43,23.88,2615.4,2548.9,569,583
10624301036672,2021,63.13,21.67,2615.7,2544.5,322,272
10625396112387,2021,34.78,0.0,2551.9,2469.4,46,45
10625470136523,2021,23.43,3.63,2516.9,2462.6,304,303
10738091030121,2021,59.65,10.0,2597.2,2508.3,171,170
10739651030386,2021,30.77,0.0,2520.7,2440.5,26,26
10739651030626,2021,40.81,18.71,2553.4,2545.8,693,640
10739651035112,2021,8.33,0.0,2420.9,2408.8,25,23
10739991033422,2021,17.86,0.0,2511.8,2430.1,28,28
10739991033430,2021,49.32,16.48,2577.5,2525.5,365,365
10751271030493,2021,42.42,13.92,2557.7,2513.9,198,195
10752341037456,2021,38.55,17.39,2546.9,2540.8,85,72
10752751036938,2021,60.34,18.03,2614.7,2542.9,58,61
10752756112544,2021,54.55,,2601.6,,11,
10754081030253,2021,18.18,,2494.0,,11,
10754081035575,2021,48.33,30.25,2580.8,2562.1,120,120
10755981030535,2021,52.86,8.33,2584.2,2487.9,70,72
10767780122473,2021,13.33,,2477.3,,15,
10767781030774,2021,19.44,5.56,2482.6,2424.8,36,36
10767781038306,2021,51.79,14.59,2575.6,2523.4,199,188
11101161130103,2021,42.86,0.0,2576.1,2483.4,14,14
11626461136209,2021,25.0,16.67,2517.2,2514.3,12,12
11626611132851,2021,47.37,13.04,2566.2,2507.3,95,92
11754811130012,2021,7.69,,2483.4,,13,
11754811135656,2021,44.53,16.67,2563.7,2513.5,137,138
11765621133701,2021,63.33,23.33,2615.3,2553.3,60,60
12101240106161,2021,0.0,,2388.2,,12,
12101240134163,2021,92.86,53.85,2715.0,2651.6,14,14
12101240137364,2021,62.5,28.57,2596.5,2576.3,26,25
12626870107110,2021,54.55,,2585.8,,12,
12626871230044,2021,23.08,9.09,2510.8,2460.4,13,11
12626871230705,2021,75.42,47.83,2649.8,2616.2,120,115
12626871235209,2021,40.91,19.05,2568.3,2547.1,23,22
12628100108688,2021,82.86,38.89,2668.0,2606.8,35,36
12628101233402,2021,37.8,12.92,2554.6,2506.0,166,178
12753741232909,2021,25.0,18.18,2484.3,2505.5,32,33
12755151230150,2021,41.67,9.09,2570.8,2514.6,12,11
12755151232057,2021,21.05,0.0,2486.5,2466.5,19,19
12755151232206,2021,48.21,24.58,2573.9,2545.0,199,183
12755151275515,2021,61.54,0.0,2567.3,2469.8,13,11
13630811331354,2021,14.71,3.03,2480.5,2469.8,34,33
13630811331404,2021,51.94,26.79,2585.5,2557.9,351,301
13630991332154,2021,0.0,0.0,2390.6,2420.4,11,13
13630991332204,2021,49.03,29.5,2567.9,2556.3,675,647
13631071332501,2021,57.32,13.58,2608.9,2510.9,82,81
13631151330133,2021,62.66,25.0,2614.5,2541.8,317,288
13631151333004,2021,63.57,21.4,2605.7,2549.1,291,286
13631151333558,2021,37.84,8.0,2553.9,2465.9,37,25
13631491335306,2021,45.9,29.51,2568.5,2578.7,122,122
13631641335900,2021,60.5,19.35,2611.1,2540.3,200,186
14101400117994,2021,21.69,2.9,2494.0,2447.1,85,69
14101400128447,2021,6.67,0.0,2490.7,2430.3,16,12
14101400128454,2021,13.89,0.0,2477.9,2422.2,36,37
14632891434901,2021,33.33,10.0,2575.0,2466.4,30,30
14766871430057,2021,0.0,0.0,2469.8,2452.9,14,14
14766871431600,2021,55.66,27.68,2589.0,2560.0,106,113
15101570119669,2021,58.78,31.25,2601.9,2566.4,151,145
15101571530302,2021,0.0,0.0,2434.8,2382.6,44,43
15101571530310,2021,14.41,0.0,2477.9,2433.7,112,109
15634120100529,2021,63.27,38.52,2623.8,2587.4,297,288
15634120116384,2021,56.4,17.77,2594.3,2535.0,213,197
15634121531656,2021,8.0,0.0,2483.1,2480.6,25,18
15634121531672,2021,56.33,27.56,2596.4,2575.7,257,262
15635290100198,2021,74.67,,2639.3,,75,
15635290110999,2021,97.96,,2722.9,,49,
15635291530252,2021,98.28,,2722.3,,58,
15635291530369,2021,95.56,,2744.9,,45,
15635291530476,2021,96.15,,2721.6,,26,
15635291530708,2021,,18.18,,2564.8,,123
15635291532290,2021,93.33,,2682.9,,15,
15635291532605,2021,79.35,,2642.9,,92,
15635291533330,2021,92.86,,2678.5,,14,
15635291535087,2021,92.31,,2671.8,,13,
15635291535392,2021,87.5,,2686.2,,24,
15635291536606,2021,94.12,,2673.9,,17,
15636280127209,2021,32.14,4.42,2501.8,2459.4,114,114
15636280134312,2021,67.33,23.38,2620.8,2541.0,202,202
15636280137687,2021,48.0,18.0,2575.9,2520.5,50,50
15636280138131,2021,68.48,22.42,2628.0,2551.4,165,165
15636281533843,2021,0.0,,2442.1,,17,
15636851530997,2021,20.59,9.68,2487.1,2465.6,34,31
15636851531987,2021,62.5,33.33,2620.1,2565.5,64,63
15638181530138,2021,28.13,0.0,2522.7,2424.6,32,25
15638181535905,2021,47.62,9.09,2575.8,2496.9,168,154
15638261536135,2021,56.0,33.33,2605.4,2566.7,177,151
15638591530351,2021,9.68,0.0,2473.5,2429.6,31,29
15638591536440,2021,52.42,16.09,2577.6,2521.8,332,317
15737421530054,2021,17.14,0.0,2509.7,2445.9,35,35
15737421531367,2021,69.96,36.76,2624.7,2575.9,255,254
15739081530146,2021,21.74,0.0,2480.7,2427.3,23,23
15739081534155,2021,38.67,16.07,2534.7,2520.9,225,224
15751681530401,2021,66.67,17.5,2632.3,2527.7,45,41
16638750101717,2021,30.43,0.0,2545.9,2464.7,23,23
16638750112698,2021,59.38,28.13,2605.8,2551.4,32,32
16638911632207,2021,68.82,16.04,2612.2,2535.7,189,187
16639580136556,2021,31.36,4.27,2536.8,2477.0,237,234
16639820110205,2021,83.33,37.5,2659.5,2599.8,48,48
16639820136234,2021,48.65,7.89,2581.6,2485.6,37,38
16639821630011,2021,11.76,2.94,2477.8,2472.3,34,34
16639821635606,2021,58.77,26.75,2603.9,2560.6,406,401
16739321630953,2021,46.83,19.84,2565.2,2533.9,131,132
17640141734359,2021,40.59,9.28,2548.9,2479.2,101,97
17640220132571,2021,57.14,10.0,2585.2,2510.2,22,20
17640221735000,2021,33.7,2.22,2540.4,2481.2,92,91
17640301732304,2021,49.28,16.9,2588.0,2534.5,69,71
17640551736008,2021,38.64,9.3,2538.9,2495.5,88,86
17769761737006,2021,52.5,7.14,2576.2,2491.4,40,42
18641391833805,2021,46.86,13.48,2568.4,2516.5,175,178
18641960135756,2021,23.08,7.69,2527.0,2457.3,26,26
18642041838507,2021,50.0,7.14,2586.7,2522.3,14,14
18750360121657,2021,38.89,11.11,2549.9,2509.1,18,18
18750366010763,2021,54.17,8.33,2603.0,2487.8,24,24
19101990100776,2021,14.29,1.41,2476.5,2443.1,70,71
19101990112128,2021,62.79,38.55,2619.1,2597.6,86,84
19101990115030,2021,69.77,34.09,2624.6,2582.0,44,45
19101990115212,2021,46.34,24.39,2590.1,2571.8,41,41
19101990121822,2021,0.0,0.0,2400.5,2357.3,32,32
19101990121897,2021,2.78,0.0,2409.6,2373.4,37,36
19101990121905,2021,21.43,,2468.2,,14,
19101990121921,2021,0.0,,2383.9,,27,
19101990121954,2021,,12.5,,2465.9,,16
19101990135582,2021,37.5,3.33,2533.4,2458.9,24,30
19101990137679,2021,30.77,7.69,2495.0,2551.1,16,13
19101991933399,2021,93.18,48.72,2659.5,2613.8,44,40
19101991995869,2021,83.17,51.49,2668.5,2644.2,102,101
19101991996214,2021,20.97,1.92,2486.5,2455.5,63,52
19101996119945,2021,45.95,25.68,2570.1,2552.5,74,74
19642461996537,2021,41.45,6.54,2566.3,2491.2,152,153
19642611930288,2021,72.48,71.0,2647.8,2695.6,626,572
19642611995299,2021,40.0,33.33,2516.8,2551.7,15,15
19642871930601,2021,72.08,27.27,2632.1,2564.4,353,332
19642871936384,2021,8.93,0.0,2452.3,2452.9,61,58
19642871938166,2021,58.22,25.06,2595.7,2554.5,376,403
19642871996479,2021,46.85,7.34,2569.8,2490.3,587,586
19642951930700,2021,52.54,29.33,2587.3,2549.8,179,150
19642951936491,2021,18.52,3.57,2497.7,2486.5,28,28
19643031930775,2021,92.86,51.85,2688.1,2627.4,56,27
19643031935618,2021,94.23,71.43,2699.9,2675.2,52,42
19643111930981,2021,76.83,55.51,2658.2,2636.5,246,272
19643291937739,2021,,64.71,,2680.8,,17
19643371931187,2021,72.46,65.63,2662.1,2668.6,70,65
19643371931237,2021,73.54,49.38,2642.9,2623.5,327,323
19643371933332,2021,5.56,0.0,2485.7,2455.1,18,15
19643520128496,2021,30.77,0.0,2543.2,2443.4,13,12
19643521930239,2021,7.84,1.89,2471.2,2434.7,55,55
19643521933951,2021,44.79,10.95,2561.5,2508.5,414,420
19643521934926,2021,41.99,15.92,2548.8,2519.6,493,491
19643521935048,2021,47.0,19.12,2565.1,2525.1,438,437
19643781931666,2021,58.82,46.38,2598.2,2620.3,179,238
19643941931823,2021,84.67,71.63,2682.4,2683.3,153,142
19644441932201,2021,69.03,47.69,2632.8,2623.0,496,479
19644690134858,2021,80.25,47.48,2665.5,2615.3,244,238
19644691932482,2021,42.42,31.46,2562.6,2574.0,110,99
19645270133835,2021,64.62,25.81,2607.2,2567.5,65,63
19645271932698,2021,10.42,0.0,2454.7,2447.5,50,55
19645271932706,2021,61.63,37.33,2599.4,2583.2,412,385
19645351932763,2021,74.4,63.74,2638.9,2662.5,168,171
19645681932144,2021,85.04,69.27,2694.4,2683.5,550,551
19645681933472,2021,11.94,1.52,2470.9,2442.5,67,66
19645681933530,2021,52.02,33.62,2583.2,2582.3,381,371
19645681934082,2021,49.43,43.27,2579.1,2608.4,348,349
19645681995497,2021,57.14,47.62,2640.6,2592.5,21,21
19645681996131,2021,84.31,73.26,2665.9,2685.4,274,273
19645920100354,2021,78.57,50.65,2654.3,2627.4,154,154
19646341934231,2021,29.51,6.74,2530.7,2487.0,184,179
19646341934249,2021,0.0,0.0,2429.5,2450.4,21,19
19646341936046,2021,39.77,7.59,2546.6,2493.1,91,82
19646341996529,2021,69.51,20.99,2616.2,2538.5,85,82
19646831930080,2021,93.88,46.94,2703.0,2601.8,50,49
19646831931781,2021,64.71,36.36,2607.9,2570.8,20,44
19646911996438,2021,60.19,22.12,2606.6,2548.8,108,113
19647090100602,2021,59.23,31.06,2585.6,2579.1,134,133
19647250127381,2021,79.23,53.55,2666.2,2624.8,183,183
19647250132324,2021,93.62,89.36,2722.4,2726.6,94,94
19647250135525,2021,41.1,9.33,2548.4,2492.1,74,75
19647251930411,2021,46.88,25.81,2575.6,2521.1,32,31
19647251934470,2021,35.07,12.7,2536.5,2514.9,281,264
19647251934678,2021,63.07,32.83,2612.6,2581.0,530,530
19647251935758,2021,76.08,52.84,2653.4,2623.9,473,419
19647251936947,2021,71.86,54.4,2652.0,2633.2,604,581
19647251937176,2021,5.0,0.0,2460.5,2423.3,20,20
19647251939875,2021,63.5,28.33,2612.3,2563.2,626,595
19647251995539,2021,97.48,98.14,2761.0,2793.6,159,161
19647251995570,2021,34.48,3.77,2552.6,2470.1,58,53
19647251995935,2021,52.04,22.22,2582.7,2536.0,98,108
19647251996503,2021,67.19,32.79,2622.8,2568.5,65,62
19647330100677,2021,77.27,50.56,2646.6,2622.7,89,89
19647330100750,2021,39.78,14.12,2549.3,2517.8,97,85
19647330100800,2021,56.48,39.42,2594.2,2584.3,110,105
19647330101196,2021,52.22,19.1,2567.8,2526.2,93,90
